WWFCT,14,1366 x 768,HD,Intel Core i7(Crystal Well / 4. generace),4,DDR4 SODIMM,1.666,64,Linux,1601,SSD,NVIDIA GeForce 940MX,red,39,348,294,1
ZSM3L,14,1366 x 768,WQHD,Intel Core i7(Crystal Well / 4. generace),4,DDR4 SODIMM,2.400,64,no OS,426,HDD,AMD Radeon R5 M430,red,14,370,335,3
3-FUC,14,3200 x 1800,WXGA,Intel Core i7(Broadwell / 5. generace),4,DDR3 SODIMM,2.133,32,Windows 7,1925,SSHD,NVIDIA Quadro M1000M,red,21,392,227,0
6RN7I,14,2560 x 1440,WQHD,Intel Core i7(Broadwell / 5. generace),4,DDR3 SODIMM,2.400,16,UHD 4K0,1509,SSD,NVIDIA GeForce GTX 960M,white,37,414,268,4
9NGX-,13.3,1920 x 1080,HD,Intel Core i7(Broadwell / 5. generace),4,DDR4 SODIMM,1.666,12,Linux,249,SSHD,NVIDIA GeForce GTX 1070,silver,45,435,309,5
C5NN2,15.6,1280 x 800,Full HD,Intel Core i3(Kaby Lake / 7. generace) ,4,DDR3 SODIMM,2.133,8,Windows 10,35,SSHD,NVIDIA GeForce GTX 1070,black,11,256,349,3
FNG18,13.3,1280 x 800,HD,Intel Core i5(Skylake / 6. generace),4,DDR4 SODIMM,2.400,64,Windows 8.1,1379,HDD,NVIDIA Quadro M1000M,black,27,278,242,0
IINRZ,13.3,1366 x 768,WXGA,Intel Core M5(Skylake / 6. generace),4,DDR4 SODIMM,2.400,64,UHD 4K0,1834,SSHD,AMD Radeon R7 M445,black,34,300,283,2
L0GHR,15.6,1280 x 800,WQHD,Intel Core M5(Skylake / 6. generace),4,DDR3 SODIMM,2.133,16,Windows 8.1,206,HDD,AMD Radeon R7 M445,black,10,321,323,5
PIO9W,17.3,3840 x 2160,UHD 4K0,Intel Core i3(Haswell / 4. generace),2,LPDDR4,1.666,16,Windows 7,399,HDD,NVIDIA GeForce GTX 1070,white,17,338,216,3
SDHLO,13.3,1920 x 1080,Full HD,Intel Core M3(Skylake / 6. generace),4,DDR4 SODIMM,1.666,8,Windows 10,1223,SSD,NVIDIA GeForce GTX 1060,white,33,360,257,4
VWOBF,14,3200 x 1800,WQHD,Intel Core M3(Skylake / 6. generace),2,LPDDR4,2.400,8,Linux,556,HDD,AMD Radeon R7 M445,red,40,381,297,2
YDV3L,15.6,1366 x 768,WQHD,Intel Core M3(Skylake / 6. generace),4,DDR4 SODIMM,2.400,64,Windows 10,1548,SSD,NVIDIA GeForce GTX 1070,white,47,403,338,5
29OTD,15.6,3840 x 2160,HD,Intel Core M3(Kaby Lake / 7. generace),2,DDR3 SODIMM,1.666,32,Windows 8.1,558,SSHD,NVIDIA GeForce GTX 1060,black,23,425,231,1
5RV65,15.6,3840 x 2160,UHD 4K0,Intel Core i7(Kaby Lake / 7. generace),4,LPDDR4,2.400,16,UHD 4K0,1872,SSD,NVIDIA GeForce GTX 960M,silver,30,447,271,4
89PXA,13.3,1920 x 1080,Full HD,Intel Core M3(Kaby Lake / 7. generace),4,DDR4 SODIMM,2.133,32,Windows 8.1,1659,SSD,NVIDIA GeForce 940MX,black,46,267,312,2
ARWN2,14,3200 x 1800,Full HD,Intel Core i3(Haswell / 4. generace),4,DDR4 SODIMM,2.400,8,UHD 4K0,187,SSHD,AMD Radeon R7 M445,grey,12,289,353,3
EMPDU,14,2560 x 1440,WQHD,Intel Core i3(Skylake / 6. generace),2,DDR4 SODIMM,2.400,64,Linux,1983,SSD,AMD Radeon R5 M430,silver,29,311,245,1
H4WRL,13.3,3200 x 1800,QHD +,Intel Core i3(Skylake / 6. generace),4,DDR4 SODIMM,2.133,32,no OS,839,SSHD,AMD Radeon R5 M430,silver,36,332,286,4
KMPHR,14,1366 x 768,UHD 4K0,Intel Core i7(Skylake / 6. generace),2,DDR4 SODIMM,1.666,64,UHD 4K0,1038,HDD,NVIDIA GeForce 940MX,silver,11,354,327,0
NHX8J,14,1366 x 768,HD,Intel Core i3(Kaby Lake / 7. generace) ,2,DDR3 SODIMM,2.400,12,Windows 10,845,SSHD,NVIDIA GeForce GTX 1050,white,18,376,219,3
R0QKA,15.6,2560 x 1440,WXGA,Intel Core i3(Kaby Lake / 7. generace) ,4,LPDDR4,2.133,8,UHD 4K0,1730,HDD,NVIDIA Quadro M1000M,white,25,398,260,5
UHXBG,15.6,3840 x 2160,UHD 4K0,Intel Core i7(Kaby Lake / 7. generace),4,DDR3 SODIMM,2.133,64,Windows 7,1888,HDD,NVIDIA Quadro M1000M,grey,42,419,301,2
XCQ28,17.3,1920 x 1080,UHD 4K0,Intel Core i3(Kaby Lake / 7. generace) ,4,LPDDR4,1.666,32,no OS,506,SSD,NVIDIA GeForce GTX 1070,red,49,441,341,0
1VXS0,13.3,1920 x 1080,WXGA,Intel Core i7(Crystal Well / 4. generace),4,DDR4 SODIMM,2.400,16,Windows 7,39,HDD,NVIDIA GeForce GTX 1060,black,24,262,234,1
4C465,13.3,2560 x 1440,WQHD,Intel Core i7(Crystal Well / 4. generace),4,DDR4 SODIMM,2.400,12,Windows 7,1089,HDD,NVIDIA Quadro M1000M,grey,31,283,275,5
79YWX,17.3,1280 x 800,WXGA,Intel Core i7(Crystal Well / 4. generace),2,DDR4 SODIMM,1.666,8,no OS,1819,SSHD,AMD Radeon R7 M445,red,48,305,315,2
-Q5MP,14,1280 x 800,HD,Intel Core i5(Kaby Lake / 7. generace),2,DDR3 SODIMM,1.666,64,Windows 8.1,1606,SSD,NVIDIA GeForce GTX 960M,red,14,322,208,4
D8YDU,14,3840 x 2160,UHD 4K0,Intel Core i7(Broadwell / 5. generace),4,DDR4 SODIMM,2.133,16,no OS,1578,SSHD,NVIDIA GeForce GTX 1070,red,21,344,249,1
G45QM,14,1920 x 1080,Full HD,Intel Core i7(Broadwell / 5. generace),4,LPDDR4,2.133,12,Windows 7,1930,HDD,NVIDIA Quadro M1000M,red,37,365,289,5
JLYGD,14,1920 x 1080,Full HD,Intel Core i7(Crystal Well / 4. generace),2,DDR3 SODIMM,2.133,16,no OS,468,HDD,AMD Radeon R7 M445,red,44,387,330,0
M458J,15.6,2560 x 1440,WQHD,Intel Core i7(Broadwell / 5. generace),2,LPDDR4,2.133,12,Windows 10,254,HDD,NVIDIA GeForce GTX 960M,black,20,409,223,4
QZZYA,13.3,1280 x 800,HD,Intel Core M5(Skylake / 6. generace),2,LPDDR4,2.133,8,Windows 10,792,HDD,NVIDIA GeForce GTX 960M,black,27,430,263,1
TH6A3,13.3,1366 x 768,HD,Intel Core i5(Broadwell / 5. generace),2,DDR4 SODIMM,1.666,64,UHD 4K0,579,SSHD,NVIDIA Quadro M1000M,black,43,251,304,3
WZZ29,13.3,1366 x 768,HD,Intel Core M5(Skylake / 6. generace),4,DDR3 SODIMM,2.400,32,Windows 7,363,SSD,AMD Radeon R7 M445,black,50,273,197,0
ZU6S0,17.3,1280 x 800,QHD +,Intel Core M3(Skylake / 6. generace),2,LPDDR4,2.133,16,no OS,1516,SSD,NVIDIA GeForce GTX 1050,black,26,295,237,4
3CC5S,15.6,3840 x 2160,UHD 4K0,Intel Core M3(Skylake / 6. generace),2,DDR3 SODIMM,1.666,12,Windows 7,723,SSHD,NVIDIA GeForce GTX 1060,black,33,316,278,5
6U6WJ,15.6,3200 x 1800,HD,Intel Core i7(Crystal Well / 4. generace),2,DDR4 SODIMM,2.400,32,Windows 10,1228,SSD,AMD Radeon R5 M430,white,40,338,319,3
9QDMP,14,3200 x 1800,QHD +,Intel Core M3(Skylake / 6. generace),2,DDR4 SODIMM,2.133,64,Windows 7,1766,SSD,AMD Radeon R5 M430,red,15,360,211,0
C87CG,15.6,1366 x 768,HD,Intel Core M3(Kaby Lake / 7. generace),2,DDR3 SODIMM,1.666,8,Linux,1178,HDD,NVIDIA GeForce GTX 1050,white,22,382,252,2
FPDP9,15.6,1280 x 800,WXGA,Intel Core M3(Kaby Lake / 7. generace),2,LPDDR4,2.133,64,Windows 8.1,90,SSD,NVIDIA GeForce GTX 1050,white,39,403,293,5
IL7GE,15.6,3200 x 1800,UHD 4K0,Intel Core i5(Kaby Lake / 7. generace),4,DDR4 SODIMM,2.133,12,Windows 7,1877,SSD,AMD Radeon R5 M430,white,46,425,185,1
L3D76,13.3,3840 x 2160,UHD 4K0,Intel Core i3(Skylake / 6. generace),2,DDR3 SODIMM,2.133,64,Windows 7,891,SSD,NVIDIA GeForce 940MX,silver,21,447,226,4
PL7XY,13.3,1920 x 1080,Full HD,Intel Core i3(Skylake / 6. generace),2,DDR4 SODIMM,1.666,64,Linux,201,SSD,NVIDIA GeForce GTX 1050,silver,28,267,267,2
SGEA3,17.3,2560 x 1440,HD,Intel Core i7(Crystal Well / 4. generace),2,DDR3 SODIMM,2.400,32,UHD 4K0,739,HDD,AMD Radeon R7 M445,black,36,289,307,3
VY81V,17.3,2560 x 1440,WQHD,Intel Core i3(Skylake / 6. generace),4,LPDDR4,2.133,16,Linux,525,SSD,AMD Radeon R5 M430,silver,11,306,200,1
YGERM,14,2560 x 1440,QHD +,Intel Core i3(Kaby Lake / 7. generace) ,2,DDR4 SODIMM,2.133,12,Windows 10,1064,SSD,AMD Radeon R5 M430,silver,18,328,241,4
2BLIS,14,1920 x 1080,HD,Intel Core i3(Kaby Lake / 7. generace) ,4,LPDDR4,2.133,8,Windows 8.1,850,SSHD,NVIDIA GeForce GTX 1050,silver,34,349,281,0
5UEVK,15.6,1920 x 1080,Full HD,Intel Core i5(Kaby Lake / 7. generace),2,DDR3 SODIMM,1.666,64,UHD 4K0,1698,SSD,NVIDIA Quadro M1000M,black,41,371,385,3
8BLLB,15.6,1280 x 800,Full HD,Intel Core i7(Haswell / 4. generace),4,LPDDR4,1.666,32,Windows 8.1,1752,SSHD,AMD Radeon R7 M445,grey,17,393,215,1
A7FCH,13.3,2560 x 1440,WQHD,Intel Core i7(Crystal Well / 4. generace),4,DDR4 SODIMM,1.666,16,Linux,1713,HDD,NVIDIA GeForce GTX 960M,grey,24,414,255,2
EPM39,17.3,2560 x 1440,QHD +,Intel Core M7(Skylake / 6. generace),2,DDR3 SODIMM,1.666,12,Linux,1499,SSHD,NVIDIA GeForce GTX 1070,white,40,436,296,0
H7FF1,17.3,2560 x 1440,QHD +,Intel Core i7(Crystal Well / 4. generace),2,LPDDR4,1.666,12,Linux,37,SSHD,NVIDIA Quadro M1000M,red,47,257,189,3
K3M76,17.3,1366 x 768,WXGA,Intel Core i7(Broadwell / 5. generace),4,DDR4 SODIMM,2.400,8,UHD 4K0,1485,SSD,AMD Radeon R7 M445,white,14,279,230,5
OKFXY,17.3,1280 x 800,WXGA,Intel Core i7(Broadwell / 5. generace),2,LPDDR4,2.400,12,Windows 8.1,361,SSD,NVIDIA GeForce GTX 1070,red,30,300,270,2
R2N-Q,14,3840 x 2160,UHD 4K0,Intel Core i7(Broadwell / 5. generace),4,LPDDR4,2.133,32,UHD 4K0,57,HDD,NVIDIA Quadro M1000M,red,37,322,311,0
UYG0H,13.3,1920 x 1080,UHD 4K0,Intel Core i5(Skylake / 6. generace),2,DDR3 SODIMM,1.666,16,Windows 10,686,SSD,NVIDIA Quadro M1000M,silver,12,344,204,1
XFNRN,15.6,1280 x 800,Full HD,Intel Core M5(Skylake / 6. generace),4,DDR4 SODIMM,2.400,12,no OS,472,SSHD,NVIDIA GeForce GTX 960M,red,19,365,244,5
1YUHE,17.3,2560 x 1440,WQHD,Intel Core M5(Skylake / 6. generace),2,LPDDR4,2.133,8,no OS,1011,SSHD,NVIDIA GeForce GTX 1050,red,36,387,285,2
4TNU7,13.3,1920 x 1080,UHD 4K0,Intel Core i7(Crystal Well / 4. generace),2,LPDDR4,1.666,64,Windows 8.1,750,HDD,AMD Radeon R7 M445,black,43,409,389,4
7AULC,13.3,1280 x 800,HD,Intel Core M5(Skylake / 6. generace),2,DDR4 SODIMM,2.400,32,UHD 4K0,1992,SSHD,NVIDIA GeForce GTX 960M,red,50,431,218,1
-TOB4,17.3,1280 x 800,HD,Intel Core M3(Skylake / 6. generace),4,LPDDR4,2.400,12,Windows 8.1,18,SSD,NVIDIA GeForce 940MX,black,25,251,259,5
DOV2W,14,1920 x 1080,Full HD,Intel Core M3(Kaby Lake / 7. generace),2,DDR4 SODIMM,1.666,12,Windows 8.1,1660,SSHD,NVIDIA GeForce GTX 1050,black,33,273,300,0
G7OF1,14,3840 x 2160,Full HD,Intel Core M3(Skylake / 6. generace),4,DDR3 SODIMM,2.400,8,Windows 7,1446,HDD,NVIDIA GeForce GTX 1060,black,49,290,192,4
JOV6T,14,2560 x 1440,WQHD,Intel Core M3(Kaby Lake / 7. generace),2,DDR4 SODIMM,2.133,64,no OS,1985,SSHD,NVIDIA Quadro M1000M,white,15,312,233,5
MKOWK,14,2560 x 1440,QHD +,Intel Core M3(Kaby Lake / 7. generace),4,DDR3 SODIMM,2.133,32,Linux,1245,SSHD,NVIDIA GeForce GTX 1070,white,31,333,274,3
Q2VNQ,17.3,1366 x 768,HD,Intel Core i5(Skylake / 6. generace),2,LPDDR4,1.666,16,Windows 8.1,308,SSD,NVIDIA GeForce GTX 1050,white,38,355,377,0
TJP0I,15.6,2560 x 1440,WXGA,Intel Core i5(Broadwell / 5. generace),4,DDR4 SODIMM,2.400,12,UHD 4K0,100,SSHD,NVIDIA GeForce GTX 1060,white,14,377,207,2
WFWQ-,13.3,3200 x 1800,WXGA,Intel Core i3(Skylake / 6. generace),2,DDR3 SODIMM,2.133,32,Windows 7,633,HDD,AMD Radeon R7 M445,white,21,398,248,5
0X3HF,13.3,3840 x 2160,UHD 4K0,Intel Core M3(Kaby Lake / 7. generace),4,DDR4 SODIMM,2.400,12,no OS,157,SSD,NVIDIA GeForce GTX 960M,silver,28,420,288,3
3FWU7,17.3,2560 x 1440,WQHD,Intel Core i3(Skylake / 6. generace),4,DDR3 SODIMM,2.400,8,Windows 7,958,HDD,NVIDIA GeForce GTX 1070,white,44,442,181,4
6A3KZ,17.3,3200 x 1800,QHD +,Intel Core i3(Skylake / 6. generace),2,LPDDR4,1.666,16,Windows 8.1,744,HDD,NVIDIA Quadro M1000M,silver,11,263,222,2
9SWAQ,14,1366 x 768,HD,Intel Core i3(Kaby Lake / 7. generace) ,4,DDR4 SODIMM,2.133,12,Linux,1322,SSD,NVIDIA GeForce GTX 1060,silver,27,284,262,5
CA42W,14,3840 x 2160,WXGA,Intel Core i5(Broadwell / 5. generace),2,DDR3 SODIMM,2.400,8,Windows 10,496,HDD,NVIDIA GeForce GTX 960M,black,34,306,366,1
F6XEO,14,1280 x 800,Full HD,Intel Core i7(Haswell / 4. generace),4,LPDDR4,2.400,8,no OS,202,SSHD,NVIDIA GeForce GTX 1060,silver,50,328,196,4
IO45F,13.3,3840 x 2160,Full HD,Intel Core i7(Haswell / 4. generace),4,LPDDR4,2.133,64,Windows 7,1393,SSHD,NVIDIA GeForce GTX 960M,grey,16,349,236,2
L6XWL,15.6,1280 x 800,Full HD,Intel Core i7(Crystal Well / 4. generace),4,DDR4 SODIMM,1.666,32,no OS,1932,SSHD,AMD Radeon R7 M445,grey,24,371,277,3
P14MC,17.3,2560 x 1440,WQHD,Intel Core M3(Skylake / 6. generace),2,DDR3 SODIMM,2.400,16,UHD 4K0,1718,SSD,NVIDIA GeForce GTX 960M,grey,40,393,381,1
SJXZ5,13.3,2560 x 1440,WQHD,Intel Core i3(Kaby Lake / 7. generace) ,4,LPDDR4,2.133,32,Windows 10,255,SSHD,NVIDIA GeForce GTX 1070,grey,47,415,210,4
V15Q-,15.6,1920 x 1080,WQHD,Intel Core i7(Broadwell / 5. generace),2,LPDDR4,1.666,8,Linux,42,SSD,AMD Radeon R5 M430,grey,22,436,251,0
YJBG2,17.3,1366 x 768,HD,Intel Core M3(Skylake / 6. generace),2,LPDDR4,2.400,16,UHD 4K0,1793,SSHD,NVIDIA GeForce 940MX,grey,30,257,355,3
2E57U,14,1366 x 768,HD,Intel Core i7(Broadwell / 5. generace),2,DDR3 SODIMM,2.133,16,Windows 8.1,366,HDD,NVIDIA GeForce 940MX,white,46,274,184,1
5WBKZ,14,1920 x 1080,Full HD,Intel Core M7(Skylake / 6. generace),2,DDR3 SODIMM,1.666,16,Windows 7,905,SSHD,NVIDIA GeForce GTX 1060,silver,12,295,225,2
8E5AR,15.6,2560 x 1440,WQHD,Intel Core i7(Skylake / 6. generace),4,LPDDR4,2.400,12,Linux,657,SSHD,AMD Radeon R5 M430,silver,28,317,266,0
A-B1I,14,3200 x 1800,QHD +,Intel Core i7(Kaby Lake / 7. generace),2,DDR4 SODIMM,2.133,8,Linux,1229,HDD,NVIDIA GeForce 940MX,red,36,339,369,4
ES6EO,15.6,3200 x 1800,QHD +,Intel Core M5(Skylake / 6. generace),2,DDR3 SODIMM,2.133,64,Windows 7,830,HDD,NVIDIA GeForce GTX 1050,silver,43,361,199,5
H-C5F,13.3,3840 x 2160,HD,Intel Core M5(Skylake / 6. generace),2,DDR4 SODIMM,1.666,64,Linux,1554,HDD,NVIDIA GeForce GTX 1060,white,18,382,240,3
