7DD-D,14,2560 x 1440,UHD 4K0,Intel Core i3(Skylake / 6. generace),2,DDR4 SODIMM,2.133,8,UHD 4K0,851,HDD,NVIDIA Quadro M1000M,white,21,355,269,1
-WK1J,13.3,1366 x 768,UHD 4K0,Intel Core i3(Kaby Lake / 7. generace) ,2,LPDDR4,1.666,8,Linux,367,SSD,AMD Radeon R7 M445,white,37,377,373,4
DRERA,13.3,1920 x 1080,Full HD,Intel Core i3(Skylake / 6. generace),2,DDR3 SODIMM,1.666,64,Windows 10,1176,SSD,NVIDIA GeForce GTX 960M,white,44,399,202,0
G-L43,14,2560 x 1440,WQHD,Intel Core i3(Skylake / 6. generace),2,LPDDR4,1.666,32,Linux,1078,HDD,NVIDIA GeForce GTX 1070,silver,19,420,243,3
JREV8,13.3,3200 x 1800,QHD +,Intel Core i3(Kaby Lake / 7. generace) ,2,DDR4 SODIMM,2.133,16,Windows 7,1231,SSD,NVIDIA GeForce GTX 1050,silver,27,442,347,1
MMLL0,13.3,3200 x 1800,WQHD,Intel Core i3(Kaby Lake / 7. generace) ,4,DDR3 SODIMM,1.666,64,UHD 4K0,1287,SSHD,AMD Radeon R7 M445,silver,43,258,387,2
Q5EYR,14,2560 x 1440,WQHD,Intel Core i7(Haswell / 4. generace),4,LPDDR4,2.400,8,Windows 7,1825,SSD,NVIDIA GeForce GTX 960M,silver,50,279,217,0
TMLPX,14,1366 x 768,UHD 4K0,Intel Core i7(Crystal Well / 4. generace),2,DDR4 SODIMM,2.400,32,UHD 4K0,704,HDD,NVIDIA GeForce GTX 1070,silver,16,301,258,3
WITFP,15.6,3840 x 2160,QHD +,Intel Core i7(Crystal Well / 4. generace),2,LPDDR4,1.666,32,Windows 7,149,HDD,AMD Radeon R5 M430,silver,33,323,361,5
00M6G,13.3,1280 x 800,UHD 4K0,Intel Core i7(Crystal Well / 4. generace),2,DDR3 SODIMM,1.666,16,no OS,1936,SSD,NVIDIA GeForce 940MX,grey,40,345,191,2
3HTJM,13.3,3200 x 1800,QHD +,Intel Core i7(Crystal Well / 4. generace),4,DDR3 SODIMM,2.133,12,Windows 7,462,HDD,NVIDIA GeForce GTX 1050,grey,15,366,232,0
6DM-D,14,1920 x 1080,HD,Intel Core i7(Broadwell / 5. generace),2,LPDDR4,1.666,32,Windows 10,260,SSD,NVIDIA GeForce GTX 1060,grey,22,388,335,1
9VT06,17.3,1280 x 800,QHD +,Intel Core i7(Broadwell / 5. generace),2,LPDDR4,2.400,64,UHD 4K0,544,SSHD,NVIDIA GeForce GTX 1070,grey,38,410,376,5
CDMQY,17.3,1280 x 800,WXGA,Intel Core i7(Broadwell / 5. generace),2,DDR4 SODIMM,1.666,32,Windows 8.1,1334,SSD,NVIDIA GeForce GTX 1050,grey,46,431,206,0
F9U43,14,3840 x 2160,UHD 4K0,Intel Core i7(Kaby Lake / 7. generace),4,DDR3 SODIMM,2.400,32,Windows 10,371,SSD,NVIDIA GeForce GTX 1050,red,12,252,246,4
IQNUV,14,1920 x 1080,Full HD,Intel Core i5(Broadwell / 5. generace),2,LPDDR4,1.666,12,Linux,909,SSHD,AMD Radeon R7 M445,red,28,274,350,1
L9UKM,15.6,1280 x 800,Full HD,Intel Core M5(Skylake / 6. generace),4,DDR4 SODIMM,2.400,8,no OS,696,SSD,AMD Radeon R7 M445,white,35,296,180,3
P4NBS,14,2560 x 1440,WQHD,Intel Core M5(Skylake / 6. generace),2,DDR3 SODIMM,2.133,16,Linux,1234,SSD,NVIDIA GeForce 940MX,white,11,317,220,0
SMUOJ,13.3,3200 x 1800,QHD +,Intel Core i3(Haswell / 4. generace),4,LPDDR4,1.666,32,Windows 10,1020,HDD,NVIDIA GeForce GTX 1070,black,18,339,324,4
V41EB,13.3,1366 x 768,WQHD,Intel Core M3(Skylake / 6. generace),2,DDR3 SODIMM,2.400,16,Linux,1102,HDD,NVIDIA Quadro M1000M,red,34,361,365,5
YZV6H,17.3,1366 x 768,HD,Intel Core M3(Skylake / 6. generace),2,DDR3 SODIMM,2.133,12,Linux,98,SSHD,AMD Radeon R7 M445,black,41,382,194,3
2H2W9,17.3,1280 x 800,WXGA,Intel Core i3(Broadwell / 5. generace),4,LPDDR4,1.666,8,UHD 4K0,1883,HDD,NVIDIA GeForce GTX 960M,black,16,404,235,0
5ZV91,17.3,2560 x 1440,WQHD,Intel Core i5(Broadwell / 5. generace),4,DDR3 SODIMM,2.400,8,UHD 4K0,1670,SSD,NVIDIA GeForce GTX 1070,grey,24,426,339,2
8V206,14,3200 x 1800,QHD +,Intel Core i5(Broadwell / 5. generace),2,LPDDR4,2.400,32,Windows 10,174,HDD,NVIDIA GeForce GTX 1050,black,31,443,379,5
BCVQY,15.6,3200 x 1800,QHD +,Intel Core i5(Broadwell / 5. generace),4,DDR3 SODIMM,2.133,8,Linux,1378,SSD,AMD Radeon R7 M445,black,47,263,209,3
EU23P,15.6,1366 x 768,HD,Intel Core i5(Broadwell / 5. generace),2,LPDDR4,1.666,16,Linux,532,SSHD,NVIDIA GeForce GTX 960M,white,13,285,313,4
HQWUV,13.3,1280 x 800,WXGA,Intel Core i3(Haswell / 4. generace),4,DDR4 SODIMM,2.400,12,Windows 7,1077,HDD,NVIDIA GeForce GTX 1070,white,30,307,353,2
K83KN,15.6,1280 x 800,WXGA,Intel Core i3(Skylake / 6. generace),4,LPDDR4,2.133,8,UHD 4K0,68,SSD,NVIDIA Quadro M1000M,black,37,329,183,5
OQWAE,17.3,2560 x 1440,QHD +,Intel Core i3(Skylake / 6. generace),4,DDR4 SODIMM,2.133,64,no OS,643,SSHD,AMD Radeon R7 M445,white,12,350,224,1
RL3NK,17.3,1280 x 800,Full HD,Intel Core i7(Skylake / 6. generace),2,LPDDR4,2.400,8,Windows 10,520,SSD,AMD Radeon R5 M430,white,19,372,327,4
U3-EB,17.3,2560 x 1440,UHD 4K0,Intel Core i7(Haswell / 4. generace),4,LPDDR4,2.400,16,Windows 10,967,SSHD,AMD Radeon R5 M430,black,35,394,368,2
XL454,15.6,2560 x 1440,QHD +,Intel Core i7(Haswell / 4. generace),2,DDR3 SODIMM,2.133,16,Windows 10,1082,SSD,NVIDIA GeForce GTX 1060,silver,43,415,198,3
1GAVV,14,1280 x 800,WXGA,Intel Core i7(Haswell / 4. generace),2,LPDDR4,1.666,8,UHD 4K0,1292,SSD,NVIDIA GeForce 940MX,silver,50,437,301,1
4Z491,14,3840 x 2160,UHD 4K0,Intel Core i7(Crystal Well / 4. generace),2,DDR3 SODIMM,1.666,64,Windows 8.1,1830,SSHD,NVIDIA GeForce GTX 1060,silver,25,258,342,4
7GAZT,15.6,1920 x 1080,Full HD,Intel Core i7(Crystal Well / 4. generace),2,DDR4 SODIMM,1.666,32,UHD 4K0,1617,HDD,NVIDIA GeForce 940MX,silver,32,280,383,0
-C4PK,13.3,1366 x 768,Full HD,Intel Core i7(Crystal Well / 4. generace),2,DDR4 SODIMM,2.400,16,Windows 8.1,154,SSHD,AMD Radeon R5 M430,silver,49,301,212,3
DUAGQ,13.3,2560 x 1440,WQHD,Intel Core i7(Kaby Lake / 7. generace),2,DDR3 SODIMM,2.133,64,Linux,1207,HDD,NVIDIA GeForce 940MX,silver,15,323,316,5
GB5TH,13.3,3200 x 1800,QHD +,Intel Core M7(Skylake / 6. generace),4,LPDDR4,1.666,32,Windows 7,479,SSD,NVIDIA GeForce GTX 1060,white,31,345,357,2
J8BJ-,17.3,3200 x 1800,Full HD,Intel Core i7(Broadwell / 5. generace),4,DDR4 SODIMM,2.400,64,Linux,265,SSHD,NVIDIA GeForce GTX 1060,white,38,366,186,0
NP5AE,13.3,1366 x 768,UHD 4K0,Intel Core M3(Skylake / 6. generace),4,DDR3 SODIMM,2.133,32,UHD 4K0,1056,HDD,AMD Radeon R5 M430,white,45,388,227,1
Q8BN7,14,1280 x 800,WXGA,Intel Core M7(Skylake / 6. generace),2,DDR4 SODIMM,1.666,16,Windows 8.1,590,SSD,NVIDIA GeForce GTX 960M,white,21,405,331,5
T3IDZ,14,3840 x 2160,UHD 4K0,Intel Core M5(Skylake / 6. generace),2,DDR3 SODIMM,2.400,12,UHD 4K0,565,HDD,NVIDIA GeForce 940MX,red,28,427,371,2
WKB54,14,3840 x 2160,QHD +,Intel Core M7(Skylake / 6. generace),4,DDR4 SODIMM,2.133,8,Linux,914,SSD,NVIDIA Quadro M1000M,white,44,448,201,4
03JVW,15.6,1920 x 1080,Full HD,Intel Core M5(Skylake / 6. generace),4,DDR4 SODIMM,2.400,64,no OS,97,SSHD,NVIDIA Quadro M1000M,grey,10,269,305,1
3YC8N,15.6,1366 x 768,HD,Intel Core M5(Skylake / 6. generace),4,LPDDR4,1.666,64,Windows 7,1239,HDD,NVIDIA GeForce GTX 960M,grey,27,291,345,5
6GJZT,13.3,1280 x 800,WXGA,Intel Core M3(Skylake / 6. generace),4,DDR3 SODIMM,2.400,64,UHD 4K0,1777,SSD,NVIDIA GeForce GTX 1070,white,34,312,386,0
9YCPK,13.3,2560 x 1440,WXGA,Intel Core M3(Skylake / 6. generace),2,LPDDR4,2.400,16,UHD 4K0,1414,HDD,NVIDIA Quadro M1000M,red,50,334,216,4
CFJFC,15.6,2560 x 1440,UHD 4K0,Intel Core i7(Broadwell / 5. generace),4,DDR3 SODIMM,1.666,8,no OS,200,SSD,AMD Radeon R7 M445,silver,16,356,319,1
FBCSI,17.3,1920 x 1080,WQHD,Intel Core i5(Broadwell / 5. generace),2,DDR3 SODIMM,2.133,8,Windows 7,1888,SSHD,NVIDIA GeForce GTX 960M,silver,23,378,360,3
ITKJ-,14,3200 x 1800,Full HD,Intel Core i5(Broadwell / 5. generace),2,LPDDR4,1.666,64,UHD 4K0,1382,HDD,NVIDIA GeForce GTX 1070,black,40,399,190,0
LBD-2,14,2560 x 1440,WXGA,Intel Core i7(Kaby Lake / 7. generace),2,DDR3 SODIMM,2.133,32,no OS,1740,SSHD,AMD Radeon R5 M430,grey,47,421,293,4
P7K0T,14,3200 x 1800,QHD +,Intel Core i5(Broadwell / 5. generace),2,LPDDR4,2.400,12,no OS,1007,SSHD,NVIDIA GeForce 940MX,grey,22,443,334,5
SORDZ,13.3,1366 x 768,HD,Intel Core i3(Skylake / 6. generace),2,DDR4 SODIMM,2.400,32,Windows 8.1,536,SSHD,NVIDIA GeForce GTX 1050,grey,29,263,375,3
V7K4Q,15.6,3840 x 2160,HD,Intel Core i3(Skylake / 6. generace),2,DDR4 SODIMM,2.400,8,UHD 4K0,1938,HDD,NVIDIA GeForce GTX 1060,grey,46,285,204,0
Y2RUI,13.3,1366 x 768,UHD 4K0,Intel Core i3(Skylake / 6. generace),4,LPDDR4,2.400,64,Windows 7,861,HDD,NVIDIA GeForce 940MX,red,12,307,308,2
2KL8O,13.3,2560 x 1440,WQHD,Intel Core i7(Kaby Lake / 7. generace),2,DDR4 SODIMM,2.400,64,no OS,1399,SSD,NVIDIA GeForce 940MX,red,19,329,349,5
52SYF,14,2560 x 1440,WQHD,Intel Core i7(Haswell / 4. generace),2,DDR4 SODIMM,2.133,16,Linux,1186,SSHD,NVIDIA GeForce GTX 1060,white,35,350,390,3
8XLO8,17.3,3200 x 1800,QHD +,Intel Core M5(Skylake / 6. generace),2,DDR3 SODIMM,1.666,12,Windows 10,1724,HDD,NVIDIA GeForce GTX 1050,silver,43,372,282,4
BFSFC,14,1366 x 768,HD,Intel Core i7(Haswell / 4. generace),2,LPDDR4,2.400,16,Windows 8.1,1510,SSD,AMD Radeon R5 M430,black,18,389,323,2
EXLS5,15.6,1280 x 800,HD,Intel Core M7(Skylake / 6. generace),4,DDR4 SODIMM,2.133,64,Windows 10,48,SSHD,NVIDIA GeForce 940MX,black,25,411,364,3
HTSIX,15.6,1366 x 768,HD,Intel Core i7(Crystal Well / 4. generace),2,DDR3 SODIMM,1.666,32,Linux,1871,SSHD,NVIDIA GeForce GTX 1050,black,41,432,193,1
KAM-2,15.6,3200 x 1800,QHD +,Intel Core i7(Broadwell / 5. generace),2,DDR3 SODIMM,2.400,16,Windows 7,1866,SSHD,NVIDIA GeForce GTX 1060,silver,48,253,297,4
OST0U,15.6,1920 x 1080,Full HD,Intel Core i7(Crystal Well / 4. generace),2,DDR3 SODIMM,2.133,16,UHD 4K0,159,HDD,AMD Radeon R7 M445,red,24,275,338,0
RO0CL,14,2560 x 1440,WQHD,Intel Core i7(Broadwell / 5. generace),4,DDR3 SODIMM,2.400,8,Windows 7,697,SSD,NVIDIA GeForce GTX 960M,black,31,296,378,3
U6T3R,13.3,2560 x 1440,HD,Intel Core M7(Skylake / 6. generace),2,DDR4 SODIMM,2.400,64,Windows 10,483,SSHD,NVIDIA GeForce GTX 1070,red,38,318,271,1
XO0UI,15.6,3200 x 1800,HD,Intel Core M7(Skylake / 6. generace),4,DDR3 SODIMM,2.133,32,Windows 10,1022,HDD,NVIDIA Quadro M1000M,white,13,340,312,2
1JUKA,17.3,3840 x 2160,WQHD,Intel Core M7(Skylake / 6. generace),2,DDR4 SODIMM,2.133,32,Windows 10,808,SSHD,AMD Radeon R7 M445,white,21,362,352,0
421X3,14,3840 x 2160,UHD 4K0,Intel Core M5(Skylake / 6. generace),4,DDR3 SODIMM,2.133,32,UHD 4K0,760,HDD,NVIDIA GeForce GTX 960M,white,37,383,182,3
7JUO8,14,1920 x 1080,QHD +,Intel Core i3(Kaby Lake / 7. generace) ,2,DDR3 SODIMM,2.400,32,no OS,1296,SSD,NVIDIA GeForce GTX 1070,white,44,405,286,5
-E1E0,17.3,3840 x 2160,WXGA,Intel Core M5(Skylake / 6. generace),2,DDR4 SODIMM,2.133,32,no OS,1671,SSHD,NVIDIA GeForce GTX 1050,silver,19,427,326,2
DXURR,15.6,3200 x 1800,QHD +,Intel Core M3(Skylake / 6. generace),2,LPDDR4,2.400,64,Linux,1023,SSD,AMD Radeon R7 M445,silver,26,448,367,0
GE1IX,13.3,3200 x 1800,QHD +,Intel Core i3(Haswell / 4. generace),4,LPDDR4,2.400,32,Windows 10,1376,HDD,NVIDIA GeForce GTX 960M,silver,34,269,260,1
JAV9O,17.3,1366 x 768,UHD 4K0,Intel Core i5(Haswell / 4. generace),2,DDR4 SODIMM,2.400,32,Linux,1782,SSD,NVIDIA GeForce GTX 1070,silver,50,291,300,5
NS2ZG,13.3,1280 x 800,WXGA,Intel Core i5(Haswell / 4. generace),4,LPDDR4,2.400,8,no OS,319,SSD,AMD Radeon R5 M430,silver,16,313,341,2
Q-9CM,17.3,3840 x 2160,UHD 4K0,Intel Core i5(Broadwell / 5. generace),2,DDR3 SODIMM,2.400,32,Windows 8.1,106,SSHD,NVIDIA GeForce GTX 1070,silver,32,334,382,4
T623D,17.3,3840 x 2160,UHD 4K0,Intel Core i5(Broadwell / 5. generace),4,LPDDR4,2.133,16,Linux,644,HDD,NVIDIA GeForce GTX 1050,white,40,356,274,1
WN9T6,14,1280 x 800,Full HD,Intel Core i5(Broadwell / 5. generace),2,DDR3 SODIMM,2.133,32,UHD 4K0,430,SSD,AMD Radeon R5 M430,grey,15,373,315,5
062KA,14,1366 x 768,HD,Intel Core i5(Broadwell / 5. generace),4,DDR3 SODIMM,1.666,8,Windows 7,969,SSHD,AMD Radeon R7 M445,grey,22,394,356,0
31-X3,17.3,3840 x 2160,Full HD,Intel Core i3(Skylake / 6. generace),2,DDR4 SODIMM,2.133,12,Windows 10,755,SSD,NVIDIA GeForce 940MX,grey,38,416,185,4
6I3NU,13.3,1280 x 800,QHD +,Intel Core i5(Haswell / 4. generace),4,LPDDR4,2.133,8,Windows 8.1,1293,SSHD,NVIDIA GeForce GTX 1050,grey,45,438,289,1
91-D0,13.3,1366 x 768,UHD 4K0,Intel Core i7(Kaby Lake / 7. generace),2,LPDDR4,2.400,64,UHD 4K0,1080,HDD,NVIDIA GeForce GTX 1060,red,12,259,330,3
CW35S,13.3,1920 x 1080,Full HD,Intel Core i5(Broadwell / 5. generace),2,DDR4 SODIMM,1.666,12,Windows 8.1,1293,HDD,AMD Radeon R5 M430,red,28,280,370,0
FE-HJ,13.3,1920 x 1080,Full HD,Intel Core M5(Skylake / 6. generace),2,DDR4 SODIMM,2.133,16,Windows 7,1404,SSHD,NVIDIA GeForce GTX 1050,red,35,302,263,2
IW38P,17.3,2560 x 1440,HD,Intel Core i7(Haswell / 4. generace),2,DDR4 SODIMM,1.666,12,Windows 7,70,SSD,NVIDIA GeForce GTX 1050,red,10,324,304,5
LRAZG,15.6,3200 x 1800,UHD 4K0,Intel Core i7(Haswell / 4. generace),2,DDR4 SODIMM,2.400,8,Linux,1729,SSHD,NVIDIA Quadro M1000M,red,18,346,344,3
P-HP9,14,1366 x 768,HD,Intel Core i7(Crystal Well / 4. generace),4,LPDDR4,2.133,64,UHD 4K0,1250,HDD,NVIDIA GeForce 940MX,silver,34,367,385,4
SRA20,14,3840 x 2160,UHD 4K0,Intel Core i7(Crystal Well / 4. generace),4,DDR3 SODIMM,1.666,64,Windows 8.1,1040,SSD,NVIDIA Quadro M1000M,red,41,389,278,2
VNHT6,15.6,1280 x 800,Full HD,Intel Core i5(Kaby Lake / 7. generace),2,LPDDR4,1.666,32,Windows 7,591,SSHD,NVIDIA GeForce GTX 1070,black,48,411,318,0
Z5AJY,15.6,2560 x 1440,WQHD,Intel Core i7(Crystal Well / 4. generace),2,DDR3 SODIMM,2.400,16,Windows 7,377,HDD,AMD Radeon R5 M430,black,23,432,359,1
2MHWP,14,2560 x 1440,WQHD,Intel Core M5(Skylake / 6. generace),2,DDR4 SODIMM,2.400,12,no OS,655,SSD,AMD Radeon R7 M445,black,31,253,252,5
5IBNV,17.3,3200 x 1800,QHD +,Intel Core M7(Skylake / 6. generace),4,DDR3 SODIMM,1.666,12,Windows 7,702,SSD,NVIDIA GeForce GTX 960M,black,47,275,292,2
80IDM,13.3,1366 x 768,HD,Intel Core M7(Skylake / 6. generace),2,DDR3 SODIMM,2.400,64,Windows 10,1240,SSD,NVIDIA Quadro M1000M,white,13,297,333,4
BIB4E,17.3,1920 x 1080,WXGA,Intel Core M7(Skylake / 6. generace),4,LPDDR4,2.133,32,UHD 4K0,1026,SSHD,NVIDIA Quadro M1000M,white,29,318,374,1
EDIHJ,17.3,1280 x 800,WXGA,Intel Core i7(Skylake / 6. generace),4,DDR3 SODIMM,1.666,16,Windows 8.1,1210,SSHD,AMD Radeon R7 M445,white,37,340,266,5
HVB8B,17.3,3840 x 2160,QHD +,Intel Core M5(Skylake / 6. generace),2,DDR3 SODIMM,1.666,12,no OS,1351,SSD,NVIDIA GeForce GTX 960M,black,12,357,307,0
